match_id,date,city,season,host_team,visiting_team,toss_winner,toss_decision,venue,result,dl_applied,winner,player_of_match
477,2015-04-15,Pune,2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Maharashtra Cricket Association Stadium,1,0,Delhi Daredevils,MA Agarwal
478,2015-04-16,Visakhapatnam,2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,Rajasthan Royals,AM Rahane
479,2015-04-17,Mumbai,2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Wankhede Stadium,1,0,Chennai Super Kings,A Nehra
480,2015-04-18,Visakhapatnam,2015,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,0,Delhi Daredevils,JP Duminy
481,2015-04-25,Mumbai,2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,1,0,Mumbai Indians,SL Malinga
482,2015-04-25,Chennai,2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,BB McCullum
483,2015-04-26,Delhi,2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,1,0,Royal Challengers Bangalore,VR Aaron
484,2015-04-27,Chandigarh,2015,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",1,0,Sunrisers Hyderabad,TA Boult
485,2015-04-28,Chennai,2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,DJ Bravo
486,2015-04-30,Kolkata,2015,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Eden Gardens,1,0,Kolkata Knight Riders,AD Russell
487,2015-04-29,Bangalore,2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,0,0,no result,
488,2015-05-01,Delhi,2015,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Feroz Shah Kotla,1,0,Delhi Daredevils,NM Coulter-Nile
489,2015-05-01,Mumbai,2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,1,0,Mumbai Indians,AT Rayudu
490,2015-05-02,Bangalore,2015,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,Mandeep Singh
491,2015-05-02,Hyderabad,2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,DA Warner
492,2015-05-03,Chandigarh,2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,"Punjab Cricket Association Stadium, Mohali",1,0,Mumbai Indians,LMP Simmons
493,2015-05-03,Mumbai,2015,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Brabourne Stadium,1,0,Rajasthan Royals,AM Rahane
494,2015-05-04,Chennai,2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,SK Raina
495,2015-05-04,Kolkata,2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,1,0,Kolkata Knight Riders,UT Yadav
496,2015-05-05,Mumbai,2015,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,Wankhede Stadium,1,0,Mumbai Indians,Harbhajan Singh
497,2015-05-06,Bangalore,2015,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,1,0,Royal Challengers Bangalore,CH Gayle
498,2015-05-07,Mumbai,2015,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Brabourne Stadium,1,0,Sunrisers Hyderabad,EJG Morgan
499,2015-05-07,Kolkata,2015,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Eden Gardens,1,0,Kolkata Knight Riders,PP Chawla
500,2015-05-08,Chennai,2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Mumbai Indians,HH Pandya
501,2015-05-09,Kolkata,2015,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Eden Gardens,1,0,Kolkata Knight Riders,AD Russell
502,2015-05-09,Raipur,2015,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Shaheed Veer Narayan Singh International Stadium,1,0,Sunrisers Hyderabad,MC Henriques
503,2015-05-10,Mumbai,2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Wankhede Stadium,1,0,Royal Challengers Bangalore,AB de Villiers
504,2015-05-10,Chennai,2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",1,0,Chennai Super Kings,RA Jadeja
505,2015-05-11,Hyderabad,2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",1,0,Sunrisers Hyderabad,DA Warner
506,2015-05-12,Raipur,2015,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Shaheed Veer Narayan Singh International Stadium,1,0,Delhi Daredevils,Z Khan
